date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:34:47	224608/224608	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Jun%202014%2013:34:43%20GMT	https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/www-secure.target.com/EverestLoginViewc534.html	(from )
06:34:47	25/25	---M--	200	added ('OK')	text/plain	etag:%229152d7f1724ed8fbcd2e0c87029f193c:1371146908%22	https://www-secure.target.com/robots.txt		(from )
06:34:48	74404/74404	---M-Z	200	added ('OK')	application/x-javascript	etag:%224dd9352-122a4-4fbf4428d6f80%22	https://img2-secure.targetimg2.com/wcsstore/TargetSAS/06_16_2014_09_49/javascript/Tealeaf/TealeafSDK.js	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/wcsstore/TargetSAS/06_16_2014_09_49/javascript/Tealeaf/TealeafSDK.js	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:49	38995/38995	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2019%20Jun%202014%2012:17:37%20GMT	http://nexus.ensighten.com/target/Bootstrap.js	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/nexus.ensighten.com/target/Bootstrap.js	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:49	12822/12822	---M-Z	200	added ('OK')	application/x-javascript	etag:%22264d69b-3216-4fbf4426eeb00%22	https://img3-secure.targetimg3.com/wcsstore/TargetSAS/06_16_2014_09_49/javascript/gomez.js	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img3-secure.targetimg3.com/wcsstore/TargetSAS/06_16_2014_09_49/javascript/gomez.js	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:49	53034/53034	---M-Z	200	added ('OK')	application/x-javascript	etag:%227029959f33e71f27af55585160bd5f28:1401412753%22	https://media.richrelevance.com/rrserver/js/1.0/p13n.js	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/media.richrelevance.com/rrserver/js/1.0/p13n.js	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:49	68036/68036	---M-Z	200	added ('OK')	text/css	etag:%2238f4ba2-109c4-4fbb847ae4480%22	https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:50	258689/258689	---M-Z	200	added ('OK')	text/css	etag:%2238f4ba4-3f281-4fbb84d671c80%22	https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:50	77429/77429	---M-Z	200	added ('OK')	text/css	etag:%2238f4ba3-12e75-4fbb847eb4d80%22	https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-2-minified.css	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-2-minified.css	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:52	12919/12919	---M-Z	200	added ('OK')	text/css	etag:%229e0dcd31cfc6fd93e690a41710576078:1403273845%22	http://static.targetimg1.com/everest_assets/prod/global_styles.css	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/static.targetimg1.com/everest_assets/prod/global_styles.css	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:52	592030/592030	---M-Z	200	added ('OK')	application/x-javascript	etag:%2269ca818-9089e-4fbb834d87d80%22	https://img3-secure.targetimg3.com/tff/06132014.1/javascript/global-perf-minified.js	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img3-secure.targetimg3.com/tff/06132014.1/javascript/global-perf-minified.js	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:53	5632/5632	---M--	200	added ('OK')	image/gif	etag:%22498be2d-1600-4fbf441994b80%22	https://img2-secure.targetimg2.com/wcsstore/TargetSAS/06_16_2014_09_49/images/spinner-small.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/wcsstore/TargetSAS/06_16_2014_09_49/images/spinner-small.gif	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:53	161450/161450	---M-Z	200	added ('OK')	text/css	etag:%227c9dc54-276aa-4fbb84a8ab080%22	https://img2-secure.targetimg2.com/tff/06132014.1/css/gam_minified.css	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/06132014.1/css/gam_minified.css	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:34:53	201965/201965	---M-Z	200	added ('OK')	text/css	etag:%227c9dc56-314ed-4fbb84d2a1380%22	https://img3-secure.targetimg3.com/tff/06132014.1/css/gam_new_minified.css	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img3-secure.targetimg3.com/tff/06132014.1/css/gam_new_minified.css	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:35:02	118478/118478	---M-Z	200	added ('OK')	application/x-javascript	etag:%2269ca816-1cece-4fbb8382efb80%22	https://img1-secure.targetimg1.com/tff/06132014.1/javascript/gam_minified.js	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img1-secure.targetimg1.com/tff/06132014.1/javascript/gam_minified.js	(from https://www-secure.target.com/EverestLoginView?catalogId=10051&langId=-1&storeId=10151&krypto=AwoDT+e%2FkWXM4dqAArkYCWvwwYEmQn%2F4G9ko2qzTA8jBG6I9f5AwlgFfLr+vSjEd1Y1cF8Bz+mae%0AnSzEX24JzQChgFW8U08HL69SrMKcT3E%3D&ddkey=https:Logoff)
06:35:03	1032/1032	---M--	200	added ('OK')	image/png	etag:%225997a4c-408-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/background-body-en.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/background-body-en.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:03	54/54	---M--	200	added ('OK')	image/gif	etag:%22349e1c5-36-4fbb82fd6c080%22	https://img2-secure.targetimg2.com/tff/images/checkout/background-body.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/checkout/background-body.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:04	3800/3800	---M--	200	added ('OK')	image/gif	etag:%222f0dfb2-ed8-4fbb82f99b780%22	https://img2-secure.targetimg2.com/tff/images/home-extra-shiping-box-nobrand.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/home-extra-shiping-box-nobrand.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:04	1122/1122	---M--	200	added ('OK')	image/png	etag:%222f0dfb3-462-4fbb82f99b780%22	https://img2-secure.targetimg2.com/tff/images/home-extra-shiping-box-number.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/home-extra-shiping-box-number.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:04	9744/9744	---M--	200	added ('OK')	image/gif	etag:%22796630f-2610-4fbb82f99b780%22	https://img2-secure.targetimg2.com/tff/images/icon-sprite.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/icon-sprite.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:05	1077/1077	---M--	200	added ('OK')	image/png	etag:%221a191f8-435-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/bg_blue_round_corners_shadow.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/bg_blue_round_corners_shadow.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:05	148/148	---M--	200	added ('OK')	image/png	etag:%221a191f7-94-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/bg_blue_middle_shadow.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/bg_blue_middle_shadow.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:05	17610/17610	---M--	200	added ('OK')	image/png	etag:%227c29255-44ca-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/swatch.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/swatch.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:06	319/319	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Jun%202014%2013:35:07%20GMT	https://img2-secure.targetimg2.com/tff/images/swatches/swatches-dropshadow.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/swatches/swatches-dropshadow.17.delayed	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:06	190332/190332	---M--	200	added ('OK')	image/png	etag:%226ba1bc1-2e77c-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/sprites.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/sprites.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:06	1711/1711	---M--	200	added ('OK')	image/png	etag:%226884836-6af-4fbb82f99b780%22	https://img2-secure.targetimg2.com/tff/images/ipad_sprites.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/ipad_sprites.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:06	31898/31898	---M--	200	added ('OK')	image/png	etag:%222f0dfa8-7c9a-4fbb82f99b780%22	https://img2-secure.targetimg2.com/tff/images/eyebrowSprites.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/eyebrowSprites.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:07	2450/2450	---M--	200	added ('OK')	image/gif	etag:%227c2925c-992-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/target_logo_for_error.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/target_logo_for_error.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:07	25895/25895	---M--	200	added ('OK')	image/jpeg	etag:%221a191f6-6527-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/bg_akkamai_error.jpg	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/bg_akkamai_error.jpg	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:08	30096/30096	---M--	200	added ('OK')	image/png	etag:%226ba1bcb-7590-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/subscribe_eyebrow.PNG	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/subscribe_eyebrow.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:08	1319/1319	---M--	200	added ('OK')	image/png	etag:%225997a41-527-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/baby360_calander.PNG	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/baby360_calander.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:08	942/942	---M--	200	added ('OK')	image/png	etag:%222735f80-3ae-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/zoomPicker.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/zoomPicker.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:09	311/311	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Jun%202014%2013:35:09%20GMT	https://img2-secure.targetimg2.com/tff/images/jq-ui/dropdown-arrow.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/jq-ui/dropdown-arrow.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:09	4061/4061	---M--	200	added ('OK')	image/jpeg	etag:%22436b71d-fdd-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/background-search-facet.jpg	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/background-search-facet.jpg	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:09	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22436b71b-224-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/background-search-facet-item.jpg	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/background-search-facet-item.jpg	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:09	326/326	---M--	200	added ('OK')	image/gif	etag:%224c70bd4-146-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/background-status-bar-separator-previous.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/background-status-bar-separator-previous.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:10	370/370	---M--	200	added ('OK')	image/gif	etag:%22436b725-172-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/background-status-bar-separator-current.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/background-status-bar-separator-current.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:10	11540/11540	---M--	200	added ('OK')	image/jpeg	etag:%22877fe9a-2d14-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/btr_icon_arrow.jpg	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/btr_icon_arrow.jpg	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:10	1794/1794	---M--	200	added ('OK')	image/png	etag:%22832595-702-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/blue-button.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/blue-button.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-1-minified.css)
06:35:11	9427/9427	---M--	200	added ('OK')	image/gif	etag:%226884841-24d3-4fbb82f99b780%22	https://img2-secure.targetimg2.com/tff/images/loader.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/loader.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:11	57/57	---M--	200	added ('OK')	image/gif	etag:%22485fc21-39-4fbb82f99b780%22	https://img2-secure.targetimg2.com/tff/images/minicart-divider.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/minicart-divider.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:11	5632/5632	---M--	200	added ('OK')	image/gif	etag:%22543b149-1600-4fbb82f99b780%22	https://img2-secure.targetimg2.com/tff/images/Loader_small_FNL.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/Loader_small_FNL.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:11	49/49	---M--	200	added ('OK')	image/gif	etag:%221a19205-31-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/bg_global_dotted_horizontal01.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/bg_global_dotted_horizontal01.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:11	49/49	---M--	200	added ('OK')	image/gif	etag:%221a19207-31-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/bg_global_dotted_vertical01.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/bg_global_dotted_vertical01.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:12	427/427	---M--	200	added ('OK')	image/gif	etag:%227966316-1ab-4fbb82f99b780%22	https://img2-secure.targetimg2.com/tff/images/icon_green-check_33x33.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/icon_green-check_33x33.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:12	1421/1421	---M--	200	added ('OK')	image/gif	etag:%22c45a8a-58d-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/carousel-sprite.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/carousel-sprite.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:12	750/750	---M--	200	added ('OK')	image/gif	etag:%221a19204-2ee-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/bg_global_checksign02.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/bg_global_checksign02.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:13	329/329	---M--	200	added ('OK')	image/gif	etag:%221a19203-149-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/bg_global_checksign01.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/bg_global_checksign01.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:13	2235/2235	---M--	200	added ('OK')	image/gif	etag:%221a19208-8bb-4fbb82f7b3300%22	https://img2-secure.targetimg2.com/tff/images/bg_global_errorbox.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/bg_global_errorbox.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:13	4196/4196	---M--	200	added ('OK')	image/png	etag:%22601244c-1064-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/TargetTicket_button_default.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/TargetTicket_button_default.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:13	4005/4005	---M--	200	added ('OK')	image/png	etag:%22601244e-fa5-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/TargetTicket_button_hover.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/TargetTicket_button_hover.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:14	2732/2732	---M--	200	added ('OK')	image/png	etag:%22601244f-aac-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/TargetTicket_logo.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/TargetTicket_logo.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:14	337/337	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Jun%202014%2013:35:15%20GMT	https://img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-border-bottom-600.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-border-bottom-600.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:14	824/824	---M--	200	added ('OK')	image/gif	etag:%226e2a8cf-338-4fbb83013c980%22	https://img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-left.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-left.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:15	223/223	---M--	200	added ('OK')	image/png	etag:%226e2a8cb-df-4fbb83013c980%22	https://img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-active-left.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-active-left.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:15	1537/1537	---M--	200	added ('OK')	image/gif	etag:%226e2a8d1-601-4fbb83013c980%22	https://img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-right.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-right.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:15	540/540	---M--	200	added ('OK')	image/png	etag:%226e2a8cd-21c-4fbb83013c980%22	https://img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-active-right.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/product-details/tabs/bg-tabs-active-right.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:16	1734/1734	---M--	200	added ('OK')	image/png	etag:%222735f7a-6c6-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/video-thumb-overlay.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/video-thumb-overlay.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:16	3621/3621	---M--	200	added ('OK')	image/png	etag:%222735f7b-e25-4fbb82fb83c00%22	https://img2-secure.targetimg2.com/tff/images/video_sprite.png	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/video_sprite.png	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
06:35:16	15094/15094	---M--	200	added ('OK')	image/gif	etag:%22226807c-3af6-4fbb830324e00%22	https://img2-secure.targetimg2.com/tff/images/registry/email_fb_twitter.gif	C:/Users/Alt/Desktop/0414%20Biom%20Bacup/target/Target/img2-secure.targetimg2.com/tff/images/registry/email_fb_twitter.gif	(from https://img2-secure.targetimg2.com/tff/06132014.1/css/Globalperf-3-minified.css)
